,from,to
3768,bactério,solo
3769,bactério,água
3770,bactério,brucelose
3771,bactério,corpo
3772,bactério,proteína
3773,bactério,tóxico
3774,bactério,parasito
3775,bactério,gene
3776,bactério,organismo
3777,bactério,planta
3778,bactério,doença
3779,bactério,bactério
3780,bactério,fermentação
3781,bactério,dna
3782,bactério,infecção
3783,bactério,salmonelose
3784,bactério,tuberculose
3785,bactério,alimento
3786,bactério,animar
3787,bactério,antibiótico
3788,bactério,núcleo
3789,bactério,genético
3790,bactério,enxofre
3791,vagina,parto
3792,vagina,cérvix
3793,vagina,odor
3794,vagina,mão
3795,vagina,bainha
3796,vagina,ovário
3797,vagina,testículo
3798,vagina,hormônio
3799,vagina,bactério
3800,vagina,útero
3801,vagina,ph
3802,vagina,aborto
3803,vagina,sexo
3804,vagina,cisto
3805,vagina,infecção
3806,vagina,glândula
3807,afetado,paí
3808,afetado,tanzânia
3809,afetado,dia
3810,fibra,papel
3811,fibra,algodão
3812,infeccioso,doença
3813,infeccioso,brasil
3814,infeccioso,inflamação
3815,infeccioso,antibiótico
3816,infeccioso,bactério
3817,infeccioso,organismo
3818,infeccioso,microrganismo
3819,artificialmente,mecânico
3820,artificialmente,ambiente
3821,artificialmente,saúde
3822,artificialmente,químico
3823,artificialmente,genético
3824,artificialmente,estrelo
3825,artificialmente,cultura
3826,mínimo,elemento
3827,criado,homem
3828,criado,vida
3829,semeadura,cana-de-açúcar
3830,semeadura,agricultura
3831,distribuído,padrão
3832,fosfato,planta
3833,fosfato,fósforo
3834,fosfato,químico
3835,fosfato,dna
3836,fosfato,agricultura
3837,espermatozoide,sangue
3838,espermatozoide,cérvix
3839,espermatozoide,volume
3840,espermatozoide,doença
3841,espermatozoide,vagina
3842,espermatozoide,animar
3843,espermatozoide,fêmeo
3844,espermatozoide,prepúcio
3845,espermatozoide,testículo
3846,espermatozoide,fertilidade
3847,espermatozoide,genético
3848,espermatozoide,percentagem
3849,espermatozoide,útero
3850,espermatozoide,ph
3851,espermatozoide,célula
3852,espermatozoide,reprodução
3853,espermatozoide,macho
3854,espermatozoide,sexo
3855,espermatozoide,glândula
3856,alimentação,água
3857,alimentação,vida
3858,alimentação,alimento
3859,alimentação,dieta
3860,alimentação,organismo
3861,alimentação,saúde
3862,alimentação,nutriente
3863,alimentação,função
3864,alimentação,reprodução
3865,alimentação,cultura
3866,alimentação,homem
3867,alimentação,solo
3868,alimentação,substância
3869,cobrir,brasil
3870,banco,brasil
3871,banco,agricultura
3872,banco,indústria
3873,banco,serviço
3874,brasil,terra
3875,brasil,soja
3876,brasil,cana-de-açúcar
3877,brasil,consumidor
3878,brasil,mestiço
3879,brasil,carne
3880,brasil,madeira
3881,brasil,médio
3882,brasil,café
3883,brasil,serviço
3884,brasil,região
3885,brasil,cultura
3886,brasil,geado
3887,brasil,clima
3888,brasil,chuva
3889,brasil,energia
3890,brasil,arroz
3891,brasil,cerrado
3892,brasil,colônia
3893,brasil,agricultura
3894,brasil,açúcar
3895,brasil,deficiência
3896,brasil,paí
3897,brasil,brasil
3898,brasil,população
3899,brasil,clima temperado
3900,curral,cerco
3901,curral,gado
3902,curral,animar
3903,curral,madeira
3904,conhecer,prático
3905,conhecer,verdade
3906,conhecer,técnico
3907,conhecer,dado
3908,fotossensibilização,proteína
3909,fotossensibilização,organismo
3910,fotossensibilização,água
3911,fotossensibilização,dna
3912,babesia,babesiose
3913,babesia,espécie
3914,babesia,bovino
3915,temperatura,terra
3916,temperatura,volume
3917,temperatura,energia
3918,temperatura,frio
3919,temperatura,matéria
3920,temperatura,proteína
3921,temperatura,sistema
3922,temperatura,quente
3923,temperatura,trabalho
3924,temperatura,químico
3925,temperatura,sólido
3926,temperatura,líquido
3927,temperatura,frequência
3928,temperatura,água
3929,temperatura,calor
3930,temperatura,partícula
3931,sendo,terra
3932,desmama,bezerro
3933,desmama,leite
3934,desmama,saúde
3935,milho,palha
3936,milho,soja
3937,milho,inseto
3938,milho,adubação
3939,milho,carne
3940,milho,madeira
3941,milho,vitamina
3942,milho,farinha
3943,milho,árvore
3944,milho,fibra
3945,milho,europeu
3946,milho,proteína
3947,milho,tonelada
3948,milho,hectare
3949,milho,sal
3950,milho,fósforo
3951,milho,silagem
3952,milho,arroz
3953,milho,açúcar
3954,milho,alimento
3955,milho,brasil
3956,milho,irrigação
3957,milho,transgênico
3958,milho,genético
3959,milho,espécie
3960,piquete,brasil
3961,tornar,brasil
3962,tornar,seco
3963,tornar,temperatura
3964,cruza,adição
3965,cruza,dor
3966,alumínio,terra
3967,alumínio,planta
3968,alumínio,fósforo
3969,alumínio,sódio
3970,alumínio,energia
3971,alumínio,mineral
3972,alumínio,proteína
3973,alumínio,cálcio
3974,alumínio,selênio
3975,alumínio,sólido
3976,alumínio,ano
3977,alumínio,ph
3978,alumínio,magnésio
3979,alumínio,vida útil
3980,alumínio,solo
3981,alumínio,cobalto
3982,alumínio,enxofre
3983,importância,sangue
3984,importância,embriõe
3985,importância,animar
3986,importância,sêman
3987,importância,célula
3988,importância,dna
3989,importância,espermatozoide
3990,minerar,sulfato
3991,minerar,sal
3992,minerar,fósforo
3993,minerar,rocha
3994,minerar,alimento
3995,minerar,cálcio
3996,minerar,composição química
3997,minerar,fosfato
3998,minerar,sólido
3999,minerar,magnésio
4000,minerar,enxofre
4001,desaparecimento,raça
4002,desaparecimento,dna
4003,avaliar,terra
4004,parasitismo,berne
4005,parasitismo,doença
4006,parasitismo,bactério
4007,parasitismo,parasito
4008,parasitismo,ectoparasito
4009,parasitismo,infecção
4010,parasitismo,vermis
4011,medo,bem-estar
4012,medo,preocupação
4013,medo,elefante
4014,medo,tristeza
4015,adubada,nitrogênio
4016,adubada,cálcio
4017,adubada,acidez
4018,adubada,químico
4019,adubada,semente
4020,adubada,solo
4021,adubada,água
4022,adubada,microrganismo
4023,adubada,esterco
4024,adubada,óleo
4025,adubada,fosfato
4026,adubada,leguminoso
4027,adubada,cultura
4028,adubada,fósforo
4029,adubada,bactério
4030,adubada,magnésio
4031,adubada,agricultura
4032,adubada,açúcar
4033,adubada,cobalto
4034,adubada,ureia
4035,adubada,fazenda
4036,adubada,base
4037,adubada,irrigação
4038,adubada,fertilidade
4039,adubada,osso
4040,adubada,enxofre
4041,realizado,técnico
4042,indústria,qualidade
4043,indústria,eficiência
4044,indústria,transporte
4045,indústria,saúde
4046,indústria,produção
4047,indústria,natureza
4048,indústria,cultura
4049,indústria,agricultura
4050,indústria,mercado
4051,criador,terra
4052,criador,substância
4053,criador,qualidade
4054,criador,energia
4055,criador,percentagem
4056,criador,natureza
4057,criador,razão
4058,espécie,cultivar
4059,espécie,terra
4060,espécie,cavalo
4061,espécie,espermatozoide
4062,espécie,sexo
4063,espécie,organismo
4064,plantado,terra
4065,plantado,arbusto
4066,plantado,ambiente
4067,plantado,cálcio
4068,plantado,verde
4069,plantado,saúde
4070,plantado,inseto
4071,plantado,gramíneo
4072,plantado,célula
4073,plantado,natureza
4074,plantado,semente
4075,plantado,solo
4076,plantado,água
4077,plantado,madeira
4078,plantado,macronutriente
4079,plantado,árvore
4080,plantado,matéria
4081,plantado,mineral
4082,plantado,folha
4083,plantado,tempo
4084,plantado,parasito
4085,plantado,leguminoso
4086,plantado,organismo
4087,plantado,clima
4088,plantado,sal
4089,plantado,fósforo
4090,plantado,vida
4091,plantado,energia
4092,plantado,fez
4093,plantado,bactério
4094,plantado,parasitismo
4095,plantado,magnésio
4096,plantado,sexo
4097,plantado,agricultura
4098,plantado,radiação solar
4099,plantado,taxon
4100,plantado,cobalto
4101,plantado,animal
4102,plantado,inflorescência
4103,plantado,fazenda
4104,plantado,irrigação
4105,plantado,genético
4106,plantado,espécie
4107,plantado,enxofre
4108,plantado,embrião
4109,proteína,sódio
4110,proteína,queijo
4111,proteína,soja
4112,proteína,dieta
4113,proteína,cálcio
4114,proteína,ph
4115,proteína,célula
4116,proteína,semente
4117,proteína,água
4118,proteína,carne
4119,proteína,sangue
4120,proteína,vitamina
4121,proteína,aleitamento
4122,proteína,gene
4123,proteína,planta
4124,proteína,diarreia
4125,proteína,leite
4126,proteína,algodão
4127,proteína,ovo
4128,proteína,ureia
4129,proteína,genético
4130,proteína,espermatozoide
4131,sêman,manhã
4132,sêman,brasil
4133,sêman,tonelada
4134,sêman,tempo
4135,sêman,ano
4136,sêman,dia
4137,insumo,produção
4138,insumo,indústria
4139,taxon,cultivar
4140,taxon,espécie
4141,taxon,organismo
4142,rotativo,peso
4143,rotativo,volume
4144,descanso,população
4145,descanso,brasil
4146,doença,organismo
4147,doença,inflamação
4148,doença,infecção
4149,doença,sintoma
4150,presença,califórnio
4151,presença,jersey
4152,concreto,água
4153,estimado,poder
4154,estimado,paí
4155,estimado,população
4156,estimado,brasil
4157,estimado,razão
4158,estimado,tratado
4159,estimado,processo
4160,estimado,agricultura
4161,estimado,mercado
4162,vaginal,aborto
4163,vaginal,sexo
4164,vaginal,reprodução
4165,vaginal,vagina
4166,silagem,estiagem
4167,silagem,feno
4168,silagem,queijo
4169,silagem,alfafa
4170,silagem,gramíneo
4171,silagem,ensilagem
4172,silagem,forragem
4173,silagem,ph
4174,silagem,gado
4175,silagem,proteína
4176,silagem,leguminoso
4177,silagem,planta
4178,silagem,inverno
4179,silagem,bactério
4180,silagem,fermentação
4181,silagem,intoxicação
4182,silagem,alimentação
4183,silagem,nutriente
4184,silagem,açúcar
4185,silagem,milho
4186,silagem,matéria seca
4187,silagem,silo
4188,silagem,pasto
4189,silagem,fenação
4190,silagem,sorgo
4191,efetivo,químico
4192,quartos,cama
4193,quartos,sexo
4194,quartos,brasil
4195,recomendado,brasil
4196,eficiência,energia
4197,eficiência,transporte
4198,eficiência,saúde
4199,eficiência,trabalho
4200,eficiência,produção
4201,eficiência,natureza
4202,eficiência,cultura
4203,eficiência,agricultura
4204,eficiência,calor
4205,eficiência,indústria
4206,máquina,energia
4207,causador,clima
4208,causador,sapé
4209,causador,população
4210,causador,brasil
4211,causador,clima temperado
4212,causador,araxá
4213,causador,geado
4214,causador,hectare
4215,realizar,brasil
4216,volume,litro
4217,volume,área
4218,produzir,espécie
4219,produzir,antibiótico
4220,carne,animal
4221,carne,leite
4222,carne,soja
4223,carne,alimento
4224,carne,dieta
4225,carne,homem
4226,carne,proteína
4227,carne,agricultura
4228,carne,boi
4229,carne,ph
4230,carne,raça
4231,carne,dna
4232,carne,leguminoso
4233,carne,gordura
4234,carne,água
4235,seguinte,farinha
4236,seguinte,brasil
4237,seguinte,banco
4238,seguinte,cultura
4239,seguinte,literatura
4240,fornecida,terra
4241,químico,terra
4242,químico,fogo
4243,químico,nitrogênio
4244,químico,sistema
4245,químico,composição química
4246,químico,solução
4247,químico,célula
4248,químico,água
4249,químico,substância
4250,químico,sulfato
4251,químico,proteína
4252,químico,tempo
4253,químico,fosfato
4254,químico,arquitetura
4255,químico,organismo
4256,químico,odor
4257,químico,sal
4258,químico,fósforo
4259,químico,vida
4260,químico,energia
4261,químico,fermentação
4262,químico,sólido
4263,químico,estrelo
4264,químico,dna
4265,químico,agricultura
4266,químico,cobalto
4267,químico,volume
4268,químico,ureia
4269,químico,alimento
4270,químico,temperatura
4271,químico,brasil
4272,químico,químico
4273,químico,medicamento
4274,químico,líquido
4275,químico,amônio
4276,químico,praga
4277,químico,enxofre
4278,lodo,mineral
4279,lodo,solo
4280,lodo,praga
4281,lodo,lama
4282,lodo,desenvolvimento
4283,lodo,partícula
4284,lodo,agricultura
4285,lodo,nutriente
4286,lodo,substância
4287,lodo,meio
4288,êxito,poder
4289,leguminoso,árvore
4290,leguminoso,soja
4291,leguminoso,nitrogênio
4292,leguminoso,brasil
4293,leguminoso,herbáceo
4294,leguminoso,ovário
4295,leguminoso,bactério
4296,leguminoso,alfafa
4297,leguminoso,folha
4298,leguminoso,forragem
4299,leguminoso,dna
4300,leguminoso,arbusto
4301,cultivar,agricultura
4302,cultivar,semente
4303,cultivar,taxon
4304,cultivar,espécie
4305,cultivar,organismo
4306,carrapaticida,sangue
4307,carrapaticida,febre
4308,carrapaticida,fogo
4309,carrapaticida,brasil
4310,carrapaticida,fêmeo
4311,carrapaticida,bactério
4312,carrapaticida,febre maculosa
4313,carrapaticida,imersão
4314,carrapaticida,ectoparasito
4315,carrapaticida,babesiose
4316,carrapaticida,leite
4317,carrapaticida,macho
4318,reprodutor,ovário
4319,reprodutor,testículo
4320,reprodutor,hormônio
4321,reprodutor,aptidão
4322,reprodutor,gestação
4323,reprodutor,glândula mamária
4324,reprodutor,prepúcio
4325,reprodutor,sêman
4326,reprodutor,macho
4327,reprodutor,organismo
4328,reprodutor,feto
4329,reprodutor,cérvix
4330,reprodutor,espermatozoide
4331,reprodutor,fêmeo
4332,reprodutor,útero
4333,reprodutor,sexo
4334,reprodutor,vagina
4335,reprodutor,animar
4336,reprodutor,reprodução
4337,reprodutor,genético
4338,reprodutor,dia
4339,principal,brasil
4340,econômico,eficiência
4341,econômico,irrigação
4342,econômico,mecânico
4343,econômico,transporte
4344,econômico,saúde
4345,econômico,produção
4346,econômico,natureza
4347,econômico,banco
4348,econômico,cultura
4349,econômico,agricultura
4350,econômico,mercado
4351,econômico,indústria
4352,guzerá,zebu
4353,guzerá,brasil
4354,guzerá,verão
4355,guzerá,raça
4356,guzerá,leite
4357,guzerá,bovino
4358,intramamárias,antibiótico
4359,contribuir,clima
4360,contribuir,vida
4361,contribuir,queijo
4362,contribuir,paí
4363,contribuir,população
4364,contribuir,brasil
4365,contribuir,inverno
4366,contribuir,jersey
4367,contribuir,clima temperado
4368,contribuir,saúde
4369,contribuir,caro
4370,contribuir,ano
4371,contribuir,literatura
4372,contribuir,milho
4373,contribuir,sudeste
4374,contribuir,verão
4375,rodízio,brasil
4376,rodízio,transporte
4377,alimento,cavalo
4378,alimento,vaca
4379,alimento,queijo
4380,alimento,soja
4381,alimento,fogo
4382,alimento,nitrogênio
4383,alimento,saúde
4384,alimento,inseto
4385,alimento,consumidor
4386,alimento,água
4387,alimento,substância
4388,alimento,cevado
4389,alimento,carne
4390,alimento,sangue
4391,alimento,matéria
4392,alimento,proteína
4393,alimento,cultura
4394,alimento,organismo
4395,alimento,manteiga
4396,alimento,clima
4397,alimento,coleta
4398,alimento,vida
4399,alimento,energia
4400,alimento,aveia
4401,alimento,arroz
4402,alimento,alimentação
4403,alimento,leite
4404,alimento,agricultura
4405,alimento,açúcar
4406,alimento,milho
4407,alimento,ovo
4408,alimento,homem
4409,alimento,reprodução
4410,alimento,gordura
4411,ogm,embrapa
4412,ogm,soja
4413,ogm,brasil
4414,ogm,genoma
4415,ogm,melhoramento genético
4416,ogm,bactério
4417,ogm,arroz
4418,ogm,clonagem
4419,ogm,gene
4420,ogm,dna
4421,ogm,genético
4422,ogm,espécie
4423,ogm,organismo
4424,ogm,transgênico
4425,odor,libido
4426,panicum,espécie
4427,panicum,ovário
4428,macho,homem
4429,macho,fêmeo
4430,macho,célula
4431,macho,reprodução
4432,macho,sexo
4433,macho,espécie
4434,macho,espermatozoide
4435,microbiano,higiene
4436,microbiano,antibiótico
4437,microbiano,bactério
4438,microbiano,reprodução
4439,microbiano,infecção
4440,desempenho,animal
4441,desempenho,máquina
4442,desempenho,sistema
4443,desempenho,transporte
4444,desempenho,função
4445,desempenho,meta
4446,desempenho,processo
4447,desempenho,produto
4448,desempenho,equipamento
4449,geração,sexo
4450,higiene,doença
4451,higiene,técnico
4452,higiene,limpeza
4453,higiene,bem-estar
4454,higiene,saúde
4455,higiene,organismo
4456,higiene,desinfecção
4457,higiene,verão
4458,utilizar,concreto
4459,mosco,genético
4460,mosco,genoma
4461,mosco,gene
4462,provoca,parte
4463,auxiliar,brasil
4464,fuste,arquitetura
4465,fuste,árvore
4466,crioscopia,químico
4467,crioscopia,líquido
4468,crioscopia,temperatura
4469,possibilitar,terra
4470,possibilitar,soja
4471,possibilitar,cana-de-açúcar
4472,possibilitar,consumidor
4473,possibilitar,mestiço
4474,possibilitar,carne
4475,possibilitar,madeira
4476,possibilitar,médio
4477,possibilitar,café
4478,possibilitar,serviço
4479,possibilitar,região
4480,possibilitar,cultura
4481,possibilitar,geado
4482,possibilitar,clima
4483,possibilitar,chuva
4484,possibilitar,energia
4485,possibilitar,arroz
4486,possibilitar,cerrado
4487,possibilitar,colônia
4488,possibilitar,agricultura
4489,possibilitar,açúcar
4490,possibilitar,deficiência
4491,possibilitar,paí
4492,possibilitar,brasil
4493,possibilitar,população
4494,possibilitar,clima temperado
4495,melhorar,brasil
4496,melhorar,califórnio
4497,placenta,útero
4498,anormal,animal
4499,anormal,clima
4500,anormal,ovo
4501,anormal,terra
4502,anormal,vida
4503,anormal,energia
4504,anormal,matéria
4505,anormal,proteína
4506,anormal,cálcio
4507,anormal,tempo
4508,anormal,inseto
4509,anormal,parasito
4510,anormal,alimentação
4511,anormal,célula
4512,anormal,natureza
4513,anormal,osso
4514,anormal,genético
4515,anormal,espécie
4516,anormal,organismo
4517,anormal,embrião
4518,empregado,trabalho
4519,empregado,brasil
4520,empregado,droga
4521,criar,aborto
4522,criar,dano
4523,criar,brasil
4524,criar,parto
4525,seco,brasil
4526,congelado,sangue
4527,congelado,proteína
4528,congelado,água
4529,congelado,substância
4530,subclínica,osso
4531,subclínica,doença
4532,subclínica,inflamação
4533,subclínica,antibiótico
4534,pc,brasil
4535,pc,califórnio
4536,mineral,sulfato
4537,mineral,sal
4538,mineral,fósforo
4539,mineral,rocha
4540,mineral,alimento
4541,mineral,cálcio
4542,mineral,composição química
4543,mineral,fosfato
4544,mineral,sólido
4545,mineral,magnésio
4546,mineral,enxofre
4547,cynodon,espécie
4548,ureia,sangue
4549,ureia,sal
4550,ureia,alimento
4551,ureia,nitrogênio
4552,ureia,proteína
4553,ureia,célula
4554,ureia,semente
4555,ureia,água
4556,ureia,composto orgânico
4557,reprodutivo,ambiente
4558,reprodutivo,ovário
4559,reprodutivo,inseto
4560,reprodutivo,célula
4561,reprodutivo,semente
4562,reprodutivo,mãe
4563,reprodutivo,gene
4564,reprodutivo,macho
4565,reprodutivo,organismo
4566,reprodutivo,vida
4567,reprodutivo,fêmeo
4568,reprodutivo,bactério
4569,reprodutivo,clonagem
4570,reprodutivo,alimentação
4571,reprodutivo,dna
4572,reprodutivo,sexo
4573,reprodutivo,mosco
4574,reprodutivo,animal
4575,reprodutivo,ovo
4576,reprodutivo,recém-nascido
4577,reprodutivo,alimento
4578,reprodutivo,temperatura
4579,reprodutivo,genético
4580,reprodutivo,espécie
4581,reprodutivo,embrião
4582,forrageiras,vaca
4583,forrageiras,feno
4584,forrageiras,gado
4585,forrageiras,carrapato
4586,forrageiras,aveia
4587,forrageiras,engorda
4588,forrageiras,pasto
4589,forrageiras,boi
4590,forrageiras,alfafa
4591,forrageiras,alimentação
4592,forrageiras,agricultura
4593,forrageiras,solo
4594,umidade,sangue
4595,umidade,chuva
4596,umidade,umidade relativa
4597,umidade,temperatura
4598,umidade,saturação
4599,umidade,medido
4600,umidade,água
4601,umidade,geado
4602,reduzir,cultura
4603,reduzir,terapia
4604,alfafa,população
4605,alfafa,brasil
4606,alfafa,área
4607,alfafa,indústria
4608,silo,fazenda
4609,silo,silagem
4610,silo,limpeza
4611,silo,agricultura
4612,silo,umidade
4613,será,brasil
4614,humano,terra
4615,humano,gordura
4616,humano,tristeza
4617,humano,fogo
4618,humano,dieta
4619,humano,estrutura
4620,humano,nitrogênio
4621,humano,genoma
4622,humano,saúde
4623,humano,inseto
4624,humano,kg
4625,humano,célula
4626,humano,água
4627,humano,gestação
4628,humano,razão
4629,humano,europeu
4630,humano,gado
4631,humano,libido
4632,humano,tempo
4633,humano,mãe
4634,humano,gene
4635,humano,serviço
4636,humano,macho
4637,humano,cultura
4638,humano,feto
4639,humano,clima
4640,humano,doença
4641,humano,vida
4642,humano,fêmeo
4643,humano,placenta
4644,humano,útero
4645,humano,dna
4646,humano,sexo
4647,humano,agricultura
4648,humano,consumo
4649,humano,literatura
4650,humano,mercado
4651,humano,radiação solar
4652,humano,animal
4653,humano,parto
4654,humano,mão
4655,humano,alimento
4656,humano,paí
4657,humano,população
4658,humano,irrigação
4659,humano,transporte
4660,humano,peso
4661,humano,produção
4662,humano,reprodução
4663,humano,genético
4664,humano,espécie
4665,humano,dia
4666,humano,embrião
4667,inicial,brasil
4668,detectar,máquina
4669,detectar,corpo
4670,detectar,tonelada
4671,detectar,equipamento
4672,detectar,substância
4673,detectar,partícula
4674,mestiço,europeu
4675,mestiço,brasil
4676,mestiço,raça
4677,mestiço,homem
4678,mestiço,mestiço
4679,potencial,terra
4680,potencial,sistema
4681,potencial,químico
4682,potencial,natureza
4683,potencial,solo
4684,potencial,água
4685,potencial,matéria
4686,potencial,tempo
4687,potencial,organismo
4688,potencial,calor
4689,potencial,clima
4690,potencial,planta
4691,potencial,vida
4692,potencial,energia
4693,potencial,fermentação
4694,potencial,estrelo
4695,potencial,área
4696,potencial,banco
4697,potencial,frequência
4698,potencial,partícula
4699,potencial,volume
4700,potencial,eficiência
4701,potencial,temperatura
4702,potencial,brasil
4703,potencial,homem
4704,validar,brasil
4705,raça,zebu
4706,raça,gir
4707,raça,cavalo
4708,raça,estéril
4709,raça,população
4710,raça,brasil
4711,raça,homem
4712,raça,sintoma
4713,raça,genético
4714,raça,gene
4715,raça,macho
4716,raça,cultura
4717,raça,espécie
4718,raça,mestiço
4719,infestação,carrapato
4720,infestação,infecçõe
4721,infestação,bactério
4722,infestação,saúde
4723,infestação,parasito
4724,infestação,infecção
4725,infestação,vermis
4726,porém,queijo
4727,porém,população
4728,porém,brasil
4729,porém,praga
4730,porém,área
4731,porém,arquitetura
4732,porém,indústria
4733,custo,energia
4734,custo,legislação
4735,custo,produção
4736,custo,serviço
4737,custo,objetivo
4738,mamário,seco
4739,mamário,árvore
4740,mamário,população
4741,mamário,animar
4742,mamário,inseto
4743,mamário,serviço
4744,mamário,calcário
4745,mamário,umidade
4746,mamário,indústria
4747,cerco,concreto
4748,cerco,madeira
4749,cerco,tijolo
4750,área,volume
4751,área,ponto
4752,área,superfície
4753,área,hectare
4754,NATIONAL RESEARCH,madeira
4755,NATIONAL RESEARCH,consumo
4756,Mastite Teste,febre
4757,Mastite Teste,antibiótico
4758,Mastite Teste,inflamação
4759,Mastite Teste,testículo
4760,Mastite Teste,bactério
4761,Mastite Teste,dor
4762,Mastite Teste,infecção
4763,Mastite Teste,glândula mamária
4764,Pennisetum purpureum,madeira
4765,Pennisetum purpureum,espécie
4766,Pennisetum purpureum,brasil
4767,Pennisetum purpureum,pennisetum
4768,corrente sanguínea,doença
4769,corrente sanguínea,vida
4770,corrente sanguínea,antibiótico
4771,corrente sanguínea,hormônio
4772,corrente sanguínea,inseto
4773,corrente sanguínea,nutriente
4774,Streptococcus agalactiae,útero
4775,Streptococcus agalactiae,espécie
4776,Streptococcus agalactiae,vacina
4777,Streptococcus agalactiae,infecção
4778,detergente neutro,nutriente
4779,detergente neutro,forrageiro
4780,Pesquisa Agropecuária,brasil
4781,Pesquisa Agropecuária,agricultura
4782,Empresa Brasileira,brasil
4783,permitir,animal
4784,permitir,espécie
4785,permitir,verdade
4786,permitir,poder
4787,permitir,vida
4788,permitir,estrutura
4789,permitir,técnico
4790,permitir,arquitetura
4791,permitir,raça
4792,permitir,natureza
4793,permitir,cultura
4794,permitir,agricultura
4795,permitir,literatura
4796,permitir,razão
4797,raios solares,terra
4798,raios solares,radiação solar
4799,Instrução Normativa,brasil
4800,distúrbios metabólicos,sangue
4801,distúrbios metabólicos,doença
4802,distúrbios metabólicos,deficiência
4803,distúrbios metabólicos,nascimento
4804,distúrbios metabólicos,intoxicação
4805,distúrbios metabólicos,gene
4806,distúrbios metabólicos,genético
4807,distúrbios metabólicos,microrganismo
4808,distúrbios metabólicos,embrião
4809,Custo Operacional,energia
4810,Custo Operacional,legislação
4811,Custo Operacional,produção
4812,Custo Operacional,serviço
4813,Custo Operacional,objetivo
4814,Staphylococcus aureus,espécie
4815,Staphylococcus aureus,febre
4816,cevada úmida,carne
4817,cevada úmida,sal
4818,cevada úmida,farinha
4819,cevada úmida,proteína
4820,cevada úmida,aveia
4821,cevada úmida,fermentação
4822,cevada úmida,germinação
4823,cevada úmida,milho
4824,cevada úmida,solução
4825,cevada úmida,semente
4826,cevada úmida,intestino delgado
4827,cevada úmida,leite
4828,cevada úmida,cevado
4829,intestino delgado,sódio
4830,intestino delgado,água
4831,intestino delgado,proteína
4832,intestino delgado,fez
4833,intestino delgado,cálcio
4834,intestino delgado,acidez
4835,intestino delgado,hormônio
4836,intestino delgado,ph
4837,intestino delgado,célula
4838,intestino delgado,gordura
4839,intestino delgado,nutriente
4840,intestino delgado,glândula
4841,RESEARCH COUNCIL,terra
4842,RESEARCH COUNCIL,sistema
4843,RESEARCH COUNCIL,saúde
4844,RESEARCH COUNCIL,químico
4845,RESEARCH COUNCIL,natureza
4846,RESEARCH COUNCIL,razão
4847,RESEARCH COUNCIL,pesquisa
4848,RESEARCH COUNCIL,arquitetura
4849,RESEARCH COUNCIL,clima
4850,RESEARCH COUNCIL,verdade
4851,RESEARCH COUNCIL,mecânico
4852,RESEARCH COUNCIL,bactério
4853,RESEARCH COUNCIL,método
4854,RESEARCH COUNCIL,clonagem
4855,RESEARCH COUNCIL,ano
4856,RESEARCH COUNCIL,estrelo
4857,RESEARCH COUNCIL,saber
4858,RESEARCH COUNCIL,dna
4859,RESEARCH COUNCIL,literatura
4860,RESEARCH COUNCIL,técnico
4861,RESEARCH COUNCIL,prático
4862,RESEARCH COUNCIL,genético
4863,RESEARCH COUNCIL,homem
4864,radiação solar,terra
4865,radiação solar,temperatura
4866,radiação solar,área
4867,radiação solar,frequência
4868,radiação solar,calor
4869,Taiwan A-146,tanzânia
4870,Taiwan A-146,brasil
4871,Taiwan A-146,jersey
4872,geneticamente modificados,embrapa
4873,geneticamente modificados,soja
4874,geneticamente modificados,brasil
4875,geneticamente modificados,genoma
4876,geneticamente modificados,melhoramento genético
4877,geneticamente modificados,bactério
4878,geneticamente modificados,arroz
4879,geneticamente modificados,clonagem
4880,geneticamente modificados,gene
4881,geneticamente modificados,dna
4882,geneticamente modificados,genético
4883,geneticamente modificados,espécie
4884,geneticamente modificados,organismo
4885,geneticamente modificados,transgênico
4886,sentido norte-sul,brasil
4887,sentido norte-sul,verão
4888,dupla aptidão,carne
4889,dupla aptidão,zebu
4890,dupla aptidão,guzerá
4891,dupla aptidão,gado
4892,dupla aptidão,brasil
4893,dupla aptidão,leite
4894,dupla aptidão,bovino
4895,Minas Gerais,estiagem
4896,Minas Gerais,queijo
4897,Minas Gerais,soja
4898,Minas Gerais,cana-de-açúcar
4899,Minas Gerais,saúde
4900,Minas Gerais,madeira
4901,Minas Gerais,café
4902,Minas Gerais,fosfato
4903,Minas Gerais,vivo
4904,Minas Gerais,verão
4905,Minas Gerais,clima
4906,Minas Gerais,inverno
4907,Minas Gerais,contagem
4908,Minas Gerais,araxá
4909,Minas Gerais,área
4910,Minas Gerais,cerrado
4911,Minas Gerais,leite
4912,Minas Gerais,literatura
4913,Minas Gerais,milho
4914,Minas Gerais,ovo
4915,Minas Gerais,população
4916,Minas Gerais,brasil
4917,Minas Gerais,calcário
4918,Minas Gerais,sorgo
4919,Minas Gerais,localização
4920,Minas Gerais,enxofre
4921,inimigos naturais,sangue
4922,inimigos naturais,espécie
4923,inimigos naturais,planta
4924,inimigos naturais,doença
4925,inimigos naturais,mão
4926,inimigos naturais,árvore
4927,inimigos naturais,adubo
4928,inimigos naturais,brasil
4929,inimigos naturais,carrapato
4930,inimigos naturais,ambiente
4931,inimigos naturais,fez
4932,inimigos naturais,raiva
4933,inimigos naturais,folha
4934,inimigos naturais,inseto
4935,inimigos naturais,parasito
