,Network,DecayRate,PreciseHits,Pct Hits,Window,HitsInWindow,PctHitsInWindow
0,FullyMergedLemmatizedWithDicio,0.2,62,0.124,20,275,0.55
1,FullyMergedLemmatizedWithDicioNR,0.2,62,0.124,20,275,0.55
