,Network,DecayRate,PreciseHits,Pct Hits,Window,HitsInWindow,PctHitsInWindow
0,TopicTest,0.1,213,0.426,N/A,N/A,N/A
1,TopicTest,0.2,225,0.45,N/A,N/A,N/A
2,TopicTest,0.3,221,0.442,N/A,N/A,N/A
