,0,1,2,3,4
vacacérebro,vaca,cérebro,2.0,3,2
vacahipófise,vaca,hipófise,3.0,3,2
vacahormônio,vaca,hormônio,4.24078369140625,30,16
vacaovário,vaca,ovário,5.749267280101776,31,26
vacasintetizar,vaca,sintetizar,6.0,3,2
vacaácido,vaca,ácido,4.0,3,2
vacagraxo,vaca,graxo,3.0,3,2
órgãocérebro,órgão,cérebro,1.0,2,2
órgãohipófise,órgão,hipófise,2.0,2,2
órgãohormônio,órgão,hormônio,3.0,3,2
órgãoestimular,órgão,estimular,4.0,2,2
órgãoovário,órgão,ovário,5.0,2,2
órgãosintetizar,órgão,sintetizar,7.0,2,2
órgãoaminoácido,órgão,aminoácido,8.0,2,2
órgãoácido,órgão,ácido,9.0,2,2
órgãograxo,órgão,graxo,10.0,2,2
órgãofase,órgão,fase,11.0,2,2
órgãolactação,órgão,lactação,12.0,2,2
órgãoparto,órgão,parto,8.09375,9,8
cérebrohipófise,cérebro,hipófise,1.0,2,2
cérebrohormônio,cérebro,hormônio,2.0,3,2
cérebroestimular,cérebro,estimular,3.0,2,2
cérebroovário,cérebro,ovário,4.0,2,2
cérebrosintetizar,cérebro,sintetizar,6.0,2,2
cérebroaminoácido,cérebro,aminoácido,7.0,2,2
cérebroácido,cérebro,ácido,8.0,2,2
cérebrograxo,cérebro,graxo,9.0,2,2
cérebrofase,cérebro,fase,10.0,2,2
cérebrolactação,cérebro,lactação,11.0,2,2
cérebroparto,cérebro,parto,13.0,3,2
hipófisehormônio,hipófise,hormônio,1.0,3,2
hipófiseestimular,hipófise,estimular,2.0,2,2
hipófiseovário,hipófise,ovário,3.0,2,2
hipófisesintetizar,hipófise,sintetizar,5.0,2,2
hipófiseaminoácido,hipófise,aminoácido,6.0,2,2
hipófiseácido,hipófise,ácido,7.0,2,2
hipófisegraxo,hipófise,graxo,8.0,2,2
hipófisefase,hipófise,fase,9.0,2,2
hipófiselactação,hipófise,lactação,10.0,2,2
hipófiseparto,hipófise,parto,12.0,3,2
hormônioestimular,hormônio,estimular,1.0,3,2
hormônioovário,hormônio,ovário,9.28515625,15,12
hormôniosintetizar,hormônio,sintetizar,1.0,5,4
hormônioaminoácido,hormônio,aminoácido,2.0,5,4
hormônioácido,hormônio,ácido,3.0,5,4
hormôniograxo,hormônio,graxo,4.0,5,4
hormôniofase,hormônio,fase,5.0,5,4
hormôniolactação,hormônio,lactação,2.25,9,6
hormônioparto,hormônio,parto,8.375,16,8
estimularovário,estimular,ovário,1.0,2,2
estimularsintetizar,estimular,sintetizar,3.0,2,2
estimularaminoácido,estimular,aminoácido,4.0,2,2
estimularácido,estimular,ácido,5.0,2,2
estimulargraxo,estimular,graxo,6.0,2,2
estimularlactação,estimular,lactação,8.0,2,2
ováriosintetizar,ovário,sintetizar,2.0,2,2
ovárioaminoácido,ovário,aminoácido,3.0,2,2
ovárioácido,ovário,ácido,4.0,2,2
ováriograxo,ovário,graxo,5.0,2,2
ováriofase,ovário,fase,6.0,2,2
ováriolactação,ovário,lactação,7.0,2,2
ovárioparto,ovário,parto,7.125,7,6
sintetizaraminoácido,sintetizar,aminoácido,1.0,2,2
sintetizarácido,sintetizar,ácido,2.0,2,2
sintetizargraxo,sintetizar,graxo,3.0,2,2
sintetizarfase,sintetizar,fase,4.0,2,2
sintetizarlactação,sintetizar,lactação,5.0,2,2
sintetizarparto,sintetizar,parto,7.0,3,2
aminoácidoácido,aminoácido,ácido,1.0,2,2
aminoácidograxo,aminoácido,graxo,2.0,2,2
aminoácidofase,aminoácido,fase,3.0,2,2
aminoácidolactação,aminoácido,lactação,4.0,2,2
aminoácidoparto,aminoácido,parto,6.0,3,2
ácidofase,ácido,fase,9.5,4,4
ácidoparto,ácido,parto,5.0,3,2
graxofase,graxo,fase,1.0,2,2
graxoparto,graxo,parto,4.0,3,2
vacafisiológico,vaca,fisiológico,3.5234375,18,10
vacabalanço,vaca,balanço,3.359130859375,24,16
vacaenergético,vaca,energético,3.4425582885742188,36,22
vacaorganismo,vaca,organismo,16.015625,22,12
vacaunidade,vaca,unidade,1.25,20,12
vacaperda,vaca,perda,12.523439033888366,74,56
vacaafetar,vaca,afetar,18.28118896484375,42,30
vacaovariano,vaca,ovariano,1.0,22,14
vacaemagrecer,vaca,emagrecer,1.0009765625,36,28
vacaentrar,vaca,entrar,16.953125002328306,58,50
vacaanestro,vaca,anestro,4.249378204345703,52,36
vacameio,vaca,meio,19.066680908203125,46,34
corporalfisiológico,corporal,fisiológico,1.0,19,14
corporalgarantir,corporal,garantir,14.65625,13,8
corporalbalanço,corporal,balanço,3.875244140625,19,14
corporalenergético,corporal,energético,2.9999847412109375,25,18
corporalgordura,corporal,gordura,1.75,29,14
corporalorganismo,corporal,organismo,10.859375,15,10
corporalunidade,corporal,unidade,1.0,11,6
corporalperda,corporal,perda,7.65625,41,24
corporalafetar,corporal,afetar,2.02734375,21,16
corporalovariano,corporal,ovariano,8.0,13,8
corporalpequeno,corporal,pequeno,1.094482421875,31,20
corporalemagrecer,corporal,emagrecer,3.99609375,21,16
corporalentrar,corporal,entrar,2.0,15,10
corporalanestro,corporal,anestro,5.6875,17,12
corporalmeio,corporal,meio,15.25,17,12
fisiológicogarantir,fisiológico,garantir,7.0,4,4
fisiológicolactação,fisiológico,lactação,2.0,10,6
fisiológicobalanço,fisiológico,balanço,4.0,2,2
fisiológicoenergético,fisiológico,energético,5.0,4,2
fisiológicoperder,fisiológico,perder,20.015625,10,8
fisiológicogrande,fisiológico,grande,35.1875,9,8
fisiológicoproteína,fisiológico,proteína,19.5,4,4
fisiológicodieta,fisiológico,dieta,5.5,6,4
fisiológicofase,fisiológico,fase,19.25,7,4
fisiológicogordura,fisiológico,gordura,21.5,6,4
fisiológicoorganismo,fisiológico,organismo,15.0,2,2
fisiológicoseco,fisiológico,seco,7.5,6,4
fisiológicoparto,fisiológico,parto,22.0,3,2
fisiológicounidade,fisiológico,unidade,30.0,2,2
fisiológicoperda,fisiológico,perda,27.3125,6,6
fisiológicoafetar,fisiológico,afetar,10.75,4,4
fisiológicoovariano,fisiológico,ovariano,41.0,2,2
fisiológicobom,fisiológico,bom,9.0625,8,6
fisiológicopequeno,fisiológico,pequeno,35.25,4,4
fisiológicoemagrecer,fisiológico,emagrecer,46.0,2,2
fisiológicoentrar,fisiológico,entrar,47.0,2,2
fisiológicoanestro,fisiológico,anestro,48.0,2,2
fisiológicomeio,fisiológico,meio,50.0,2,2
fisiológicoalimento,fisiológico,alimento,23.5,4,4
fisiológicoterço,fisiológico,terço,53.0,2,2
garantirlactação,garantir,lactação,9.16796875,22,12
garantirbalanço,garantir,balanço,3.0,2,2
garantirenergético,garantir,energético,4.0,4,2
garantirperder,garantir,perder,5.0,4,2
garantirgordura,garantir,gordura,13.0,4,2
garantirorganismo,garantir,organismo,26.0,4,4
garantirseco,garantir,seco,5.82763671875,18,14
garantirunidade,garantir,unidade,29.0,2,2
garantirperda,garantir,perda,39.25,4,4
garantirafetar,garantir,afetar,39.0,2,2
garantirovariano,garantir,ovariano,40.0,2,2
garantiremagrecer,garantir,emagrecer,45.0,2,2
garantirentrar,garantir,entrar,39.25,4,4
garantiranestro,garantir,anestro,47.0,2,2
garantirmeio,garantir,meio,4.796875,8,8
garantiralimento,garantir,alimento,15.1201171875,16,12
garantirterço,garantir,terço,52.0,2,2
lactaçãobalanço,lactação,balanço,6.576904296875,18,14
lactaçãounidade,lactação,unidade,9.0,10,6
lactaçãoperda,lactação,perda,17.06256103515625,28,20
lactaçãoafetar,lactação,afetar,7.703125,18,14
lactaçãoovariano,lactação,ovariano,2.0,12,8
lactaçãoemagrecer,lactação,emagrecer,3.0625,18,14
lactaçãoanestro,lactação,anestro,12.0,16,10
balançoenergético,balanço,energético,1.0,10,8
balançoperder,balanço,perder,2.0,4,2
balançogrande,balanço,grande,4.0,7,6
balançoproteína,balanço,proteína,5.0,2,2
balançodieta,balanço,dieta,10.5,6,4
balançofase,balanço,fase,7.0,5,2
balançogordura,balanço,gordura,3.25,6,4
balançoorganismo,balanço,organismo,11.0,2,2
balançoseco,balanço,seco,14.0,4,4
balançoparto,balanço,parto,6.00146484375,15,14
balançounidade,balanço,unidade,26.0,2,2
balançoperda,balanço,perda,14.5,4,4
balançoafetar,balanço,afetar,9.75,4,4
balançoovariano,balanço,ovariano,37.0,2,2
balançobom,balanço,bom,5.00390625,10,10
balançopequeno,balanço,pequeno,1.8125,8,8
balançoemagrecer,balanço,emagrecer,13.5,4,4
balançoentrar,balanço,entrar,43.0,2,2
balançoanestro,balanço,anestro,16.25,4,4
balançomeio,balanço,meio,46.0,2,2
balançoalimento,balanço,alimento,15.0,4,4
balançoterço,balanço,terço,49.0,2,2
energéticodieta,energético,dieta,19.0,20,6
energéticofase,energético,fase,4.421875,13,8
energéticoseco,energético,seco,12.25,10,8
energéticoparto,energético,parto,6.2421875,19,14
energéticounidade,energético,unidade,3.0,8,6
energéticoperda,energético,perda,7.4375,12,10
energéticoafetar,energético,afetar,13.0,8,6
energéticoovariano,energético,ovariano,14.0,8,6
energéticopequeno,energético,pequeno,3.0,16,12
energéticoemagrecer,energético,emagrecer,7.0,10,8
energéticoanestro,energético,anestro,21.0,8,6
energéticoterço,energético,terço,26.0,8,6
perderunidade,perder,unidade,1.0,6,4
perderperda,perder,perda,20.879150390625,24,18
perderafetar,perder,afetar,5.625,12,10
perderovariano,perder,ovariano,4.0,8,6
perderpequeno,perder,pequeno,5.1640625,16,14
perderemagrecer,perder,emagrecer,9.0,8,6
perderanestro,perder,anestro,11.0,8,6
grandeorganismo,grande,organismo,22.9140625,13,12
grandeunidade,grande,unidade,18.9375,7,6
grandeperda,grande,perda,1.706169843673706,33,24
grandeafetar,grande,afetar,27.84555757045746,27,26
grandeovariano,grande,ovariano,10.0,3,2
grandeemagrecer,grande,emagrecer,5.0,3,2
grandeentrar,grande,entrar,27.4375,7,6
grandeanestro,grande,anestro,3.0,5,4
grandemeio,grande,meio,10.78689064073842,43,36
proteínaperda,proteína,perda,4.71875,10,8
proteínaafetar,proteína,afetar,31.0,2,2
proteínaovariano,proteína,ovariano,32.0,2,2
proteínaemagrecer,proteína,emagrecer,37.0,2,2
proteínaanestro,proteína,anestro,39.0,2,2
dietaorganismo,dieta,organismo,1.0,4,2
dietaperda,dieta,perda,6.75,20,10
dietaafetar,dieta,afetar,12.5,10,8
dietaovariano,dieta,ovariano,18.0,8,6
dietaemagrecer,dieta,emagrecer,23.0,8,6
dietaentrar,dieta,entrar,24.0,8,6
dietaanestro,dieta,anestro,25.0,8,6
dietameio,dieta,meio,27.0,8,6
faseunidade,fase,unidade,4.0,9,6
faseperda,fase,perda,9.0,17,10
faseafetar,fase,afetar,12.03125,21,16
faseovariano,fase,ovariano,3.0,11,8
faseemagrecer,fase,emagrecer,8.0,11,8
faseentrar,fase,entrar,9.0,11,8
faseanestro,fase,anestro,10.0,11,8
fasemeio,fase,meio,12.515625,19,14
gorduraseco,gordura,seco,22.6875,10,6
gorduraunidade,gordura,unidade,1.5,8,6
gorduraperda,gordura,perda,8.5,8,6
gorduraafetar,gordura,afetar,4.1875,12,10
gorduraovariano,gordura,ovariano,8.0,8,6
gordurapequeno,gordura,pequeno,2.65667724609375,22,20
gorduraemagrecer,gordura,emagrecer,7.0,10,8
gorduraanestro,gordura,anestro,15.0,8,6
gorduraterço,gordura,terço,20.0,8,6
organismoparto,organismo,parto,13.0,5,4
organismounidade,organismo,unidade,15.0,2,2
organismoperda,organismo,perda,17.0,2,2
organismoafetar,organismo,afetar,28.046875,10,8
organismoovariano,organismo,ovariano,26.0,2,2
organismopequeno,organismo,pequeno,51.0,4,4
organismoemagrecer,organismo,emagrecer,31.0,2,2
organismoanestro,organismo,anestro,33.0,2,2
organismoterço,organismo,terço,38.0,2,2
secoperda,seco,perda,18.6875,8,6
secoafetar,seco,afetar,19.5625,6,6
secoovariano,seco,ovariano,20.0,2,2
secoemagrecer,seco,emagrecer,19.0,4,4
secoentrar,seco,entrar,26.0,2,2
secoanestro,seco,anestro,27.0,2,2
secomeio,seco,meio,35.64453125,12,10
partounidade,parto,unidade,5.0,3,2
partoperda,parto,perda,22.465747833251953,21,20
partoafetar,parto,afetar,13.445281982421875,21,20
partoovariano,parto,ovariano,6.0,5,4
partoemagrecer,parto,emagrecer,15.98046875,13,12
partoentrar,parto,entrar,11.25,9,8
partoanestro,parto,anestro,1.0234375,15,14
partomeio,parto,meio,3.75,13,8
unidadeperda,unidade,perda,2.0,2,2
unidadeafetar,unidade,afetar,10.0,2,2
unidadeovariano,unidade,ovariano,11.0,2,2
unidadebom,unidade,bom,17.16015625,10,10
unidadepequeno,unidade,pequeno,8.25,4,4
unidadeemagrecer,unidade,emagrecer,16.0,2,2
unidadeentrar,unidade,entrar,17.0,2,2
unidadeanestro,unidade,anestro,18.0,2,2
unidademeio,unidade,meio,20.0,2,2
unidadeterço,unidade,terço,23.0,2,2
perdaafetar,perda,afetar,26.3193359375,12,12
perdaovariano,perda,ovariano,9.0,2,2
perdabom,perda,bom,6.85962986946106,32,26
perdapequeno,perda,pequeno,5.029797360301018,34,28
perdaemagrecer,perda,emagrecer,8.0,4,4
perdaentrar,perda,entrar,11.625,6,6
perdaanestro,perda,anestro,6.25,4,4
perdameio,perda,meio,8.25,6,6
perdaalimento,perda,alimento,29.43359375,10,10
perdaterço,perda,terço,21.0,2,2
afetarovariano,afetar,ovariano,1.0,2,2
afetarbom,afetar,bom,6.9063720703125,20,16
afetarpequeno,afetar,pequeno,5.84375,8,8
afetaremagrecer,afetar,emagrecer,6.0,2,2
afetarentrar,afetar,entrar,11.5,4,4
afetaranestro,afetar,anestro,8.0,2,2
afetarmeio,afetar,meio,8.828125,8,8
afetaralimento,afetar,alimento,9.1875,6,6
afetarterço,afetar,terço,13.0,2,2
ovarianobom,ovariano,bom,2.0,2,2
ovarianopequeno,ovariano,pequeno,4.0,2,2
ovarianoemagrecer,ovariano,emagrecer,5.0,2,2
ovarianoentrar,ovariano,entrar,6.0,2,2
ovarianoanestro,ovariano,anestro,7.0,2,2
ovarianomeio,ovariano,meio,9.0,2,2
ovarianoalimento,ovariano,alimento,11.0,2,2
ovarianoterço,ovariano,terço,12.0,2,2
bomemagrecer,bom,emagrecer,2.0625,6,6
bomanestro,bom,anestro,11.9375,6,6
pequenoemagrecer,pequeno,emagrecer,4.0,4,4
pequenoentrar,pequeno,entrar,10.61328125,12,12
pequenoanestro,pequeno,anestro,3.0,2,2
pequenomeio,pequeno,meio,19.20996990799904,32,28
pequenoterço,pequeno,terço,8.0,2,2
emagrecerentrar,emagrecer,entrar,1.0,2,2
emagreceranestro,emagrecer,anestro,2.0,2,2
emagrecermeio,emagrecer,meio,4.0,2,2
emagreceralimento,emagrecer,alimento,7.5,4,4
emagrecerterço,emagrecer,terço,7.0,2,2
entraranestro,entrar,anestro,1.0,2,2
entrarterço,entrar,terço,6.0,2,2
anestromeio,anestro,meio,2.0,2,2
anestroalimento,anestro,alimento,3.4375,6,6
anestroterço,anestro,terço,5.0,2,2
meioterço,meio,terço,3.0,2,2
alimentoterço,alimento,terço,1.0,2,2
vacarseco,vacar,seco,2.5,9,6
vacarlactação,vacar,lactação,6.062905311584473,33,22
vacarpastagem,vacar,pastagem,17.75,4,4
vacarchuva,vacar,chuva,12.0,2,2
secoprenhe,seco,prenhe,2.0,3,2
secosubnutrição,seco,subnutrição,2.0,3,2
fetopastagem,feto,pastagem,9.0,2,2
fetochuva,feto,chuva,10.0,2,2
prenhelactação,prenhe,lactação,3.0,3,2
prenhepastagem,prenhe,pastagem,8.0,2,2
prenhechuva,prenhe,chuva,9.0,2,2
lactaçãosubnutrição,lactação,subnutrição,1.0,3,2
subnutriçãopastagem,subnutrição,pastagem,4.0,2,2
subnutriçãochuva,subnutrição,chuva,5.0,2,2
gestaçãoregra,gestação,regra,1.0,2,2
gestaçãoconcentrado,gestação,concentrado,9.0,2,2
regracorporal,regra,corporal,1.0,4,2
regravaca,regra,vaca,2.0,4,2
regraprincipal,regra,principal,2.25,4,4
regraparto,regra,parto,6.0,2,2
regramagra,regra,magra,7.0,2,2
regraconcentrado,regra,concentrado,8.0,2,2
regraconcentrar,regra,concentrar,10.0,2,2
regrafase,regra,fase,12.0,2,2
regralactação,regra,lactação,13.0,2,2
corporalmagra,corporal,magra,3.11328125,16,14
magraconcentrado,magra,concentrado,1.0,2,2
magrafase,magra,fase,5.0,2,2
magralactação,magra,lactação,4.5,4,4
vacalote,vaca,lote,1.7509765625,53,26
vacaalta,vaca,alta,6.519531250015689,79,74
vacafebre,vaca,febre,6.2685546875,21,18
concentradolote,concentrado,lote,3.0,3,2
concentradodistúrbio,concentrado,distúrbio,5.0,3,2
concentradometabólico,concentrado,metabólico,4.0,3,2
concentradoalta,concentrado,alta,4.69140625,13,10
concentradoexcesso,concentrado,excesso,1.5,7,6
concentradofebre,concentrado,febre,4.0,5,4
lactaçãolote,lactação,lote,7.999998554587364,55,32
lactaçãoalta,lactação,alta,2.509765625,15,14
lactaçãoexcesso,lactação,excesso,6.4599609375,15,14
lactaçãofebre,lactação,febre,4.0,9,6
lotedistúrbio,lote,distúrbio,3.0,2,2
lotemetabólico,lote,metabólico,4.0,2,2
lotemédio,lote,médio,1.01953125,18,10
lotecorporal,lote,corporal,9.0,2,2
loteexcesso,lote,excesso,11.0,2,2
lotefebre,lote,febre,16.5,4,4
faseexcesso,fase,excesso,9.0625,6,6
fasefebre,fase,febre,6.3125,6,6
distúrbiomédio,distúrbio,médio,3.0,2,2
distúrbioalta,distúrbio,alta,4.0,2,2
distúrbiocorporal,distúrbio,corporal,12.0,4,4
distúrbioexcesso,distúrbio,excesso,9.5,4,4
distúrbiofebre,distúrbio,febre,9.0,2,2
distúrbioparto,distúrbio,parto,10.0,2,2
metabólicomédio,metabólico,médio,2.0,2,2
metabólicoalta,metabólico,alta,31.3125,6,6
metabólicocorporal,metabólico,corporal,2.0234375,10,10
metabólicoexcesso,metabólico,excesso,5.3125,8,8
metabólicofebre,metabólico,febre,18.5,6,6
metabólicoparto,metabólico,parto,4.48828125,10,10
médioalta,médio,alta,44.125,10,10
médiocorporal,médio,corporal,16.124725341796875,18,18
médioexcesso,médio,excesso,5.0,2,2
médiofebre,médio,febre,6.0,2,2
altacorporal,alta,corporal,19.859375,14,8
altaexcesso,alta,excesso,16.0,6,6
altafebre,alta,febre,5.75,4,4
corporalexcesso,corporal,excesso,2.0,2,2
corporalfebre,corporal,febre,4.5,4,4
excessofebre,excesso,febre,13.0,4,4
excessoparto,excesso,parto,2.0,8,4
febreparto,febre,parto,7.0,8,8
vacareficiente,vacar,eficiente,5.0,2,2
vacarsecar,vacar,secar,3.25,7,6
vacarcorporal,vacar,corporal,11.75,5,4
vacarorganismo,vacar,organismo,11.0,2,2
vacarlugar,vacar,lugar,14.0,2,2
vacarenergético,vacar,energético,15.0,2,2
vacarnutricional,vacar,nutricional,24.25,4,4
vacarmagro,vacar,magro,19.0,3,2
vacartratamento,vacar,tratamento,13.75,6,4
vacarciclo,vacar,ciclo,23.0,2,2
lactaçãoeficiente,lactação,eficiente,18.25,11,8
lactaçãosecar,lactação,secar,1.04296875,26,14
lactaçãolugar,lactação,lugar,18.25,13,10
lactaçãotratamento,lactação,tratamento,2.75390625,31,16
lactaçãociclo,lactação,ciclo,13.0,11,8
faseeficiente,fase,eficiente,13.875,11,6
fasesecar,fase,secar,2.0,4,2
faselugar,fase,lugar,5.0,5,4
fasetratamento,fase,tratamento,2.0691986083984375,31,22
eficientevaca,eficiente,vaca,13.33984375,14,12
eficientecorporal,eficiente,corporal,9.0,5,4
eficienteorganismo,eficiente,organismo,45.75,4,4
eficientefeto,eficiente,feto,8.0,2,2
eficientelugar,eficiente,lugar,9.0,2,2
eficienteenergético,eficiente,energético,10.0,2,2
eficientenutricional,eficiente,nutricional,5.9375,8,8
eficientemagro,eficiente,magro,14.0,3,2
eficienteciclo,eficiente,ciclo,18.0,2,2
vacasecar,vaca,secar,5.5312498807907104,33,30
vacalugar,vaca,lugar,11.5,8,4
vacatratamento,vaca,tratamento,26.903962823166694,66,46
vacaciclo,vaca,ciclo,3.0,8,6
secarcorporal,secar,corporal,1.0,4,2
secarorganismo,secar,organismo,4.0,3,2
secarfeto,secar,feto,4.0,3,2
secarlugar,secar,lugar,3.0,3,2
secarenergético,secar,energético,2.0,3,2
secarnutricional,secar,nutricional,4.75,5,4
secarmagro,secar,magro,2.0,8,4
secarciclo,secar,ciclo,6.0,5,4
corporallugar,corporal,lugar,2.0,5,4
corporaltratamento,corporal,tratamento,12.625,11,8
corporalciclo,corporal,ciclo,11.0,5,4
organismofeto,organismo,feto,2.0,2,2
organismolugar,organismo,lugar,3.0,2,2
organismonutricional,organismo,nutricional,5.0,2,2
organismomagro,organismo,magro,8.0,3,2
organismotratamento,organismo,tratamento,13.989013671875,16,14
fetolugar,feto,lugar,1.0,2,2
fetoenergético,feto,energético,2.0,2,2
fetotratamento,feto,tratamento,9.0,2,2
fetociclo,feto,ciclo,10.0,2,2
lugarenergético,lugar,energético,1.0,2,2
lugarnutricional,lugar,nutricional,2.0,2,2
lugarmagro,lugar,magro,5.0,3,2
lugartratamento,lugar,tratamento,8.0,2,2
lugarciclo,lugar,ciclo,9.0,2,2
energéticonutricional,energético,nutricional,1.0,2,2
energéticomagro,energético,magro,4.0,3,2
energéticotratamento,energético,tratamento,7.0,2,2
energéticociclo,energético,ciclo,8.0,2,2
nutricionaltratamento,nutricional,tratamento,3.75,4,4
nutricionalciclo,nutricional,ciclo,7.0,2,2
magrotratamento,magro,tratamento,6.25,7,6
magrociclo,magro,ciclo,2.0,5,4
tratamentociclo,tratamento,ciclo,1.0,2,2
bezerroútil,bezerro,útil,9.25,4,4
bezerroreprodutivo,bezerro,reprodutivo,27.75,6,4
útilobjetivo,útil,objetivo,6.0,2,2
útilbom,útil,bom,4.2197265625,13,12
útilmedida,útil,medida,10.0,2,2
útilsecar,útil,secar,11.0,2,2
útilnutricional,útil,nutricional,17.0,2,2
útiladulto,útil,adulto,19.0,2,2
útilreprodutivo,útil,reprodutivo,23.0,2,2
útillote,útil,lote,26.0,2,2
útildieta,útil,dieta,27.0,2,2
útilanimal,útil,animal,1.298828125,12,12
útilgrande,útil,grande,12.5546875,14,10
vacaadulto,vaca,adulto,5.734375,27,20
partoobjetivo,parto,objetivo,6.25,16,8
partoadulto,parto,adulto,4.09375,28,18
rebanhomedida,rebanho,medida,8.96008288860321,28,26
rebanhosecar,rebanho,secar,8.0,4,4
rebanhonutricional,rebanho,nutricional,6.9951171875,20,20
rebanhoadulto,rebanho,adulto,4.75,4,4
rebanholote,rebanho,lote,3.01953125,112,12
objetivomedida,objetivo,medida,8.23046875,20,12
objetivosecar,objetivo,secar,5.0,2,2
objetivolactação,objetivo,lactação,13.5,6,4
objetivonutricional,objetivo,nutricional,5.375,6,6
objetivoadulto,objetivo,adulto,28.75,4,4
objetivoreprodutivo,objetivo,reprodutivo,5.890625,8,8
objetivolote,objetivo,lote,20.0,2,2
objetivodieta,objetivo,dieta,8.203125,8,8
objetivoanimal,objetivo,animal,8.706470395438373,46,32
objetivogrande,objetivo,grande,15.839599609375,14,14
bomadulto,bom,adulto,16.41064453125,23,16
bomlote,bom,lote,1.75,27,6
medidasecar,medida,secar,1.0,2,2
medidalactação,medida,lactação,6.0166015625,20,14
medidanutricional,medida,nutricional,7.0,2,2
medidaadulto,medida,adulto,9.0,2,2
medidareprodutivo,medida,reprodutivo,6.4375,6,6
medidalote,medida,lote,16.0,2,2
medidadieta,medida,dieta,6.6875,6,6
medidaanimal,medida,animal,2.510780331274595,80,52
secaradulto,secar,adulto,8.0,2,2
secarreprodutivo,secar,reprodutivo,19.5,4,4
secarlote,secar,lote,15.0,2,2
secardieta,secar,dieta,16.0,2,2
secaranimal,secar,animal,3.125,8,8
secargrande,secar,grande,7.86376953125,14,14
lactaçãoadulto,lactação,adulto,6.0625,8,6
nutricionaladulto,nutricional,adulto,2.0,4,4
nutricionalreprodutivo,nutricional,reprodutivo,20.484375,8,8
nutricionallote,nutricional,lote,1.0000262260437012,24,24
nutricionalanimal,nutricional,animal,3.9998770503298147,42,40
adultoreprodutivo,adulto,reprodutivo,2.5,4,4
adultolote,adulto,lote,20.5,4,4
adultodieta,adulto,dieta,28.499755859375,16,16
reprodutivolote,reprodutivo,lote,7.5,24,4
lotedieta,lote,dieta,2.5,4,4
lotegrande,lote,grande,1.015625,22,10
dietaanimal,dieta,animal,19.93005708613751,84,48
doençaalto,doença,alto,3.0648975372314453,27,22
doençaperda,doença,perda,2.201416015625,20,14
doençademanda,doença,demanda,9.25,5,4
doençabaixo,doença,baixo,25.996887147426605,28,26
doençaconcentrado,doença,concentrado,5.0,4,2
doençadensidade,doença,densidade,14.5,5,4
doençaconcentração,doença,concentração,9.1982421875,17,14
doençanutrientes,doença,nutrientes,21.0,3,2
doençavolumoso,doença,volumoso,12.75,6,4
doençabalancear,doença,balancear,16.0,3,2
doençamineral,doença,mineral,12.25,5,4
doençatamponante,doença,tamponante,4.0,4,2
doençabicarbonato,doença,bicarbonato,11.0,3,2
doençaóxido,doença,óxido,10.0,3,2
doençamagnésio,doença,magnésio,9.0,3,2
doençabase,doença,base,8.50244140625,15,14
doençaacidose,doença,acidose,2.0,3,2
doençaexcesso,doença,excesso,12.0625,9,8
doençadetergente,doença,detergente,21.5,11,10
vacademanda,vaca,demanda,5.25,7,4
vacabaixo,vaca,baixo,9.901044845577402,64,52
vacadensidade,vaca,densidade,5.25,9,6
vacanutrientes,vaca,nutrientes,20.9375,19,8
vacatamponante,vaca,tamponante,1.0,18,12
vacabicarbonato,vaca,bicarbonato,5.2548828125,19,14
vacaóxido,vaca,óxido,6.313720703125,19,16
vacamagnésio,vaca,magnésio,11.314891889691353,39,30
vacaacidose,vaca,acidose,4.0,11,8
vacaruminal,vaca,ruminal,4.25,30,16
vacalíquido,vaca,líquido,5.0,9,6
vacafibra,vaca,fibra,1.25,19,8
vacadetergente,vaca,detergente,7.6826171875,23,16
perderalto,perder,alto,15.125,6,6
perderalta,perder,alta,38.3125,6,6
perderdemanda,perder,demanda,5.0,2,2
perderbaixo,perder,baixo,6.0,9,8
perderconcentrado,perder,concentrado,5.25,5,4
perderdensidade,perder,densidade,14.0,2,2
perderconcentração,perder,concentração,10.265625,10,10
perdernutrientes,perder,nutrientes,19.0,2,2
perderbalancear,perder,balancear,32.25,4,4
perdertamponante,perder,tamponante,28.0,3,2
perderbicarbonato,perder,bicarbonato,29.0,2,2
perderóxido,perder,óxido,36.75,4,4
perdermagnésio,perder,magnésio,28.1875,6,6
perderbase,perder,base,32.0,2,2
perderacidose,perder,acidose,38.0,2,2
perderexcesso,perder,excesso,14.75,4,4
perderdetergente,perder,detergente,48.0,2,2
lactaçãoalto,lactação,alto,2.6865158081054688,21,20
lactaçãodemanda,lactação,demanda,1.1875,7,6
lactaçãodensidade,lactação,densidade,19.0,7,6
lactaçãoconcentração,lactação,concentração,9.284988403320312,23,20
lactaçãonutrientes,lactação,nutrientes,33.0,7,6
lactaçãotamponante,lactação,tamponante,9.0,10,6
lactaçãobicarbonato,lactação,bicarbonato,11.5,7,6
lactaçãoóxido,lactação,óxido,8.375,9,8
lactaçãomagnésio,lactação,magnésio,7.107421875,17,14
lactaçãoacidose,lactação,acidose,18.25,7,6
lactaçãodetergente,lactação,detergente,14.75,7,6
altoperda,alto,perda,11.6875,9,8
altoalta,alto,alta,14.24609375,14,10
altodemanda,alto,demanda,3.0,2,2
altofase,alto,fase,13.125,8,8
altodensidade,alto,densidade,12.0,2,2
altoconcentração,alto,concentração,6.631591796875,18,14
altonutrientes,alto,nutrientes,9.5,4,4
altotamponante,alto,tamponante,13.25,5,4
