,0,1,2,3,4
bovinoperene,bovino,perene,9.0,2,2
bovinohaste,bovino,haste,10.0,2,2
bovinosubereta,bovino,subereta,11.0,2,2
bovinoradicante,bovino,radicante,12.0,2,2
bovinolançar,bovino,lançar,13.0,2,2
bovinocordiforme,bovino,cordiforme,15.0,2,2
bovinosuculento,bovino,suculento,16.0,2,2
bovinocor,bovino,cor,16.00390625,11,10
bovinosubséssel,bovino,subséssel,18.0,2,2
bovinoglabra,bovino,glabra,19.0,2,2
bovinoráqul,bovino,ráqul,20.0,2,2
bovinoamarelar,bovino,amarelar,29.5,4,4
bovinoraiz,bovino,raiz,24.0,2,2
bovinoinfértel,bovino,infértel,25.0,2,2
bovinoráquis,bovino,ráquis,26.0,2,2
intoxicaçãopelar,intoxicação,pelar,1.0,2,2
intoxicaçãoalto,intoxicação,alto,2.0,2,2
intoxicaçãoconcentração,intoxicação,concentração,3.0,2,2
intoxicaçãonitrato,intoxicação,nitrato,4.0,2,2
intoxicaçãomorfofisiológica,intoxicação,morfofisiológica,5.0,2,2
intoxicaçãover,intoxicação,ver,6.0,2,2
intoxicaçãoherbácea,intoxicação,herbácea,7.0,2,2
intoxicaçãoperene,intoxicação,perene,8.0,2,2
intoxicaçãohaste,intoxicação,haste,9.0,2,2
intoxicaçãosubereta,intoxicação,subereta,10.0,2,2
intoxicaçãoradicante,intoxicação,radicante,11.0,2,2
intoxicaçãolançar,intoxicação,lançar,12.0,2,2
intoxicaçãobase,intoxicação,base,13.0,2,2
intoxicaçãocordiforme,intoxicação,cordiforme,14.0,2,2
intoxicaçãosuculento,intoxicação,suculento,15.0,2,2
intoxicaçãocor,intoxicação,cor,16.0,3,2
intoxicaçãosubséssel,intoxicação,subséssel,17.0,2,2
intoxicaçãoglabra,intoxicação,glabra,18.0,2,2
intoxicaçãoráqul,intoxicação,ráqul,19.0,2,2
intoxicaçãoamarelar,intoxicação,amarelar,21.0,2,2
intoxicaçãoraiz,intoxicação,raiz,23.0,2,2
intoxicaçãoinfértel,intoxicação,infértel,24.0,2,2
intoxicaçãoráquis,intoxicação,ráquis,25.0,2,2
pelaralto,pelar,alto,8.5,6,4
pelarconcentração,pelar,concentração,1.25,8,4
pelarnitrato,pelar,nitrato,3.0,2,2
pelarmorfofisiológica,pelar,morfofisiológica,4.0,2,2
pelarver,pelar,ver,5.0,2,2
pelarherbácea,pelar,herbácea,6.0,2,2
pelarperene,pelar,perene,7.0,2,2
pelarhaste,pelar,haste,8.0,2,2
pelarsubereta,pelar,subereta,9.0,2,2
pelarradicante,pelar,radicante,10.0,2,2
pelarlançar,pelar,lançar,6.3125,6,6
pelarbase,pelar,base,12.0,2,2
pelarcordiforme,pelar,cordiforme,13.0,2,2
pelarsuculento,pelar,suculento,14.0,2,2
pelarcor,pelar,cor,15.0,3,2
pelarsubséssel,pelar,subséssel,16.0,2,2
pelarglabra,pelar,glabra,17.0,2,2
pelarráqul,pelar,ráqul,18.0,2,2
pelaramarelar,pelar,amarelar,20.0,2,2
pelarraiz,pelar,raiz,18.25,4,4
pelarinfértel,pelar,infértel,23.0,2,2
pelarráquis,pelar,ráquis,24.0,2,2
altonitrato,alto,nitrato,2.0,2,2
altomorfofisiológica,alto,morfofisiológica,3.0,2,2
altover,alto,ver,4.0,2,2
altoherbácea,alto,herbácea,5.0,2,2
altohaste,alto,haste,7.0,2,2
altosubereta,alto,subereta,8.0,2,2
altoradicante,alto,radicante,9.0,2,2
altolançar,alto,lançar,13.75,4,4
altocordiforme,alto,cordiforme,12.0,2,2
altosuculento,alto,suculento,13.0,2,2
altosubséssel,alto,subséssel,15.0,2,2
altoglabra,alto,glabra,16.0,2,2
altoráqul,alto,ráqul,17.0,2,2
altoamarelar,alto,amarelar,19.0,2,2
altoinfértel,alto,infértel,22.0,2,2
concentraçãonitrato,concentração,nitrato,1.0,2,2
concentraçãomorfofisiológica,concentração,morfofisiológica,2.0,2,2
concentraçãover,concentração,ver,3.75,4,4
concentraçãoherbácea,concentração,herbácea,4.0,2,2
concentraçãoperene,concentração,perene,5.0,2,2
concentraçãohaste,concentração,haste,6.0,2,2
concentraçãosubereta,concentração,subereta,7.0,2,2
concentraçãoradicante,concentração,radicante,8.0,2,2
concentraçãolançar,concentração,lançar,9.0,2,2
concentraçãocordiforme,concentração,cordiforme,11.0,2,2
concentraçãosuculento,concentração,suculento,12.0,2,2
concentraçãocor,concentração,cor,13.0,3,2
concentraçãosubséssel,concentração,subséssel,14.0,2,2
concentraçãoglabra,concentração,glabra,15.0,2,2
concentraçãoráqul,concentração,ráqul,16.0,2,2
concentraçãoamarelar,concentração,amarelar,18.0,2,2
concentraçãoinfértel,concentração,infértel,21.0,2,2
concentraçãoráquis,concentração,ráquis,22.0,2,2
nitratomorfofisiológica,nitrato,morfofisiológica,1.0,2,2
nitratover,nitrato,ver,2.0,2,2
nitratoherbácea,nitrato,herbácea,3.0,2,2
nitratoperene,nitrato,perene,4.0,2,2
nitratohaste,nitrato,haste,5.0,2,2
nitratosubereta,nitrato,subereta,6.0,2,2
nitratoradicante,nitrato,radicante,7.0,2,2
nitratolançar,nitrato,lançar,8.0,2,2
nitratobase,nitrato,base,9.0,2,2
nitratocordiforme,nitrato,cordiforme,10.0,2,2
nitratosuculento,nitrato,suculento,11.0,2,2
nitratocor,nitrato,cor,12.0,3,2
nitratosubséssel,nitrato,subséssel,13.0,2,2
nitratoglabra,nitrato,glabra,14.0,2,2
nitratoráqul,nitrato,ráqul,15.0,2,2
nitratoamarelar,nitrato,amarelar,17.0,2,2
nitratoraiz,nitrato,raiz,19.0,2,2
nitratoinfértel,nitrato,infértel,20.0,2,2
nitratoráquis,nitrato,ráquis,21.0,2,2
morfofisiológicaver,morfofisiológica,ver,1.0,2,2
morfofisiológicaherbácea,morfofisiológica,herbácea,2.0,2,2
morfofisiológicaperene,morfofisiológica,perene,3.0,2,2
morfofisiológicahaste,morfofisiológica,haste,4.0,2,2
morfofisiológicasubereta,morfofisiológica,subereta,5.0,2,2
morfofisiológicaradicante,morfofisiológica,radicante,6.0,2,2
morfofisiológicalançar,morfofisiológica,lançar,7.0,2,2
morfofisiológicabase,morfofisiológica,base,8.0,2,2
morfofisiológicacordiforme,morfofisiológica,cordiforme,9.0,2,2
morfofisiológicasuculento,morfofisiológica,suculento,10.0,2,2
morfofisiológicacor,morfofisiológica,cor,11.0,3,2
morfofisiológicasubséssel,morfofisiológica,subséssel,12.0,2,2
morfofisiológicaglabra,morfofisiológica,glabra,13.0,2,2
morfofisiológicaráqul,morfofisiológica,ráqul,14.0,2,2
morfofisiológicaamarelar,morfofisiológica,amarelar,16.0,2,2
morfofisiológicaraiz,morfofisiológica,raiz,18.0,2,2
morfofisiológicainfértel,morfofisiológica,infértel,19.0,2,2
morfofisiológicaráquis,morfofisiológica,ráquis,20.0,2,2
verherbácea,ver,herbácea,1.0,2,2
verperene,ver,perene,2.0,2,2
verhaste,ver,haste,3.0,2,2
versubereta,ver,subereta,4.0,2,2
verradicante,ver,radicante,5.0,2,2
verlançar,ver,lançar,6.0,2,2
verbase,ver,base,7.0,2,2
vercordiforme,ver,cordiforme,8.0,2,2
versuculento,ver,suculento,9.0,2,2
vercor,ver,cor,10.0,3,2
versubséssel,ver,subséssel,11.0,2,2
verglabra,ver,glabra,12.0,2,2
verráqul,ver,ráqul,13.0,2,2
veramarelar,ver,amarelar,15.0,2,2
verraiz,ver,raiz,17.0,2,2
verinfértel,ver,infértel,18.0,2,2
verráquis,ver,ráquis,19.0,2,2
herbáceaperene,herbácea,perene,1.0,2,2
herbáceahaste,herbácea,haste,2.0,2,2
herbáceasubereta,herbácea,subereta,3.0,2,2
herbácearadicante,herbácea,radicante,4.0,2,2
herbácealançar,herbácea,lançar,5.0,2,2
herbáceabase,herbácea,base,6.0,2,2
herbáceacordiforme,herbácea,cordiforme,7.0,2,2
herbáceasuculento,herbácea,suculento,8.0,2,2
herbáceacor,herbácea,cor,9.0,3,2
herbáceasubséssel,herbácea,subséssel,10.0,2,2
herbáceaglabra,herbácea,glabra,11.0,2,2
herbácearáqul,herbácea,ráqul,12.0,2,2
herbáceaamarelar,herbácea,amarelar,14.0,2,2
herbácearaiz,herbácea,raiz,16.0,2,2
herbáceainfértel,herbácea,infértel,17.0,2,2
herbácearáquis,herbácea,ráquis,18.0,2,2
perenehaste,perene,haste,1.0,2,2
perenesubereta,perene,subereta,2.0,2,2
pereneradicante,perene,radicante,3.0,2,2
perenelançar,perene,lançar,4.0,2,2
perenebase,perene,base,5.0,2,2
perenecordiforme,perene,cordiforme,6.0,2,2
perenesuculento,perene,suculento,7.0,2,2
perenecor,perene,cor,8.0,3,2
perenesubséssel,perene,subséssel,9.0,2,2
pereneglabra,perene,glabra,10.0,2,2
pereneráqul,perene,ráqul,11.0,2,2
pereneamarelar,perene,amarelar,13.0,2,2
pereneraiz,perene,raiz,15.0,2,2
pereneinfértel,perene,infértel,16.0,2,2
hastesubereta,haste,subereta,1.0,2,2
hasteradicante,haste,radicante,2.0,2,2
hastelançar,haste,lançar,3.0,2,2
hastebase,haste,base,4.0,2,2
hastecordiforme,haste,cordiforme,5.0,2,2
hastesuculento,haste,suculento,6.0,2,2
hastesubséssel,haste,subséssel,8.0,2,2
hasteglabra,haste,glabra,9.0,2,2
hasteráqul,haste,ráqul,10.0,2,2
hasteamarelar,haste,amarelar,12.0,2,2
hasteraiz,haste,raiz,14.0,2,2
hasteinfértel,haste,infértel,15.0,2,2
suberetaradicante,subereta,radicante,1.0,2,2
suberetalançar,subereta,lançar,2.0,2,2
suberetabase,subereta,base,3.0,2,2
suberetacordiforme,subereta,cordiforme,4.0,2,2
suberetasuculento,subereta,suculento,5.0,2,2
suberetacor,subereta,cor,6.0,3,2
suberetasubséssel,subereta,subséssel,7.0,2,2
suberetaglabra,subereta,glabra,8.0,2,2
suberetaráqul,subereta,ráqul,9.0,2,2
suberetaamarelar,subereta,amarelar,11.0,2,2
suberetaraiz,subereta,raiz,13.0,2,2
suberetainfértel,subereta,infértel,14.0,2,2
suberetaráquis,subereta,ráquis,15.0,2,2
radicantelançar,radicante,lançar,1.0,2,2
radicantebase,radicante,base,2.0,2,2
radicantecordiforme,radicante,cordiforme,3.0,2,2
radicantesuculento,radicante,suculento,4.0,2,2
radicantecor,radicante,cor,5.0,3,2
radicantesubséssel,radicante,subséssel,6.0,2,2
radicanteglabra,radicante,glabra,7.0,2,2
radicanteráqul,radicante,ráqul,8.0,2,2
radicanteamarelar,radicante,amarelar,10.0,2,2
radicanteraiz,radicante,raiz,12.0,2,2
radicanteinfértel,radicante,infértel,13.0,2,2
radicanteráquis,radicante,ráquis,14.0,2,2
lançarbase,lançar,base,1.0,2,2
lançarcordiforme,lançar,cordiforme,2.0,2,2
lançarsuculento,lançar,suculento,3.0,2,2
lançarcor,lançar,cor,4.0,3,2
lançarsubséssel,lançar,subséssel,5.0,2,2
lançarglabra,lançar,glabra,6.0,2,2
lançarráqul,lançar,ráqul,7.0,2,2
lançaramarelar,lançar,amarelar,9.0,2,2
lançarraiz,lançar,raiz,11.0,2,2
lançarinfértel,lançar,infértel,12.0,2,2
lançarráquis,lançar,ráquis,13.0,2,2
basecordiforme,base,cordiforme,1.0,2,2
basesuculento,base,suculento,2.0,2,2
basecor,base,cor,3.0,3,2
basesubséssel,base,subséssel,4.0,2,2
baseglabra,base,glabra,5.0,2,2
baseráqul,base,ráqul,6.0,2,2
baseamarelar,base,amarelar,8.0,2,2
baseraiz,base,raiz,10.0,2,2
baseinfértel,base,infértel,11.0,2,2
baseráquis,base,ráquis,12.0,2,2
cordiformesuculento,cordiforme,suculento,1.0,2,2
cordiformecor,cordiforme,cor,2.0,3,2
cordiformesubséssel,cordiforme,subséssel,3.0,2,2
cordiformeglabra,cordiforme,glabra,4.0,2,2
cordiformeráqul,cordiforme,ráqul,5.0,2,2
cordiformeamarelar,cordiforme,amarelar,7.0,2,2
cordiformeraiz,cordiforme,raiz,9.0,2,2
cordiformeinfértel,cordiforme,infértel,10.0,2,2
cordiformeráquis,cordiforme,ráquis,11.0,2,2
suculentocor,suculento,cor,1.0,3,2
suculentosubséssel,suculento,subséssel,2.0,2,2
suculentoglabra,suculento,glabra,3.0,2,2
suculentoráqul,suculento,ráqul,4.0,2,2
suculentoamarelar,suculento,amarelar,6.0,2,2
suculentoraiz,suculento,raiz,8.0,2,2
suculentoinfértel,suculento,infértel,9.0,2,2
suculentoráquis,suculento,ráquis,10.0,2,2
corsubséssel,cor,subséssel,1.0,3,2
corglabra,cor,glabra,2.0,3,2
corráqul,cor,ráqul,1.0,3,2
coramarelar,cor,amarelar,1.0,5,4
corraiz,cor,raiz,3.0,5,4
corinfértel,cor,infértel,4.0,5,4
subsésselglabra,subséssel,glabra,1.0,2,2
subsésselráqul,subséssel,ráqul,2.0,2,2
subsésselamarelar,subséssel,amarelar,4.0,2,2
subsésselraiz,subséssel,raiz,6.0,2,2
subsésselinfértel,subséssel,infértel,7.0,2,2
subsésselráquis,subséssel,ráquis,8.0,2,2
glabraráqul,glabra,ráqul,1.0,2,2
glabraamarelar,glabra,amarelar,3.0,2,2
glabraraiz,glabra,raiz,5.0,2,2
glabrainfértel,glabra,infértel,6.0,2,2
glabraráquis,glabra,ráquis,7.0,2,2
ráqulamarelar,ráqul,amarelar,2.0,2,2
ráqulraiz,ráqul,raiz,4.0,2,2
ráqulinfértel,ráqul,infértel,5.0,2,2
ráqulráquis,ráqul,ráquis,6.0,2,2
amarelarraiz,amarelar,raiz,2.0,2,2
amarelarinfértel,amarelar,infértel,3.0,2,2
amarelarráquis,amarelar,ráquis,4.0,2,2
raizinfértel,raiz,infértel,1.0,2,2
raizráquis,raiz,ráquis,2.0,2,2
infértelráquis,infértel,ráquis,1.0,2,2
brachiariadecumbens,brachiaria,decumbens,1.0,4,4
brachiariaintoxicação,brachiaria,intoxicação,2.0,2,2
brachiariafotossensibilização,brachiaria,fotossensibilização,4.0,2,2
brachiariafungo,brachiaria,fungo,5.0,3,2
brachiariachartarum,brachiaria,chartarum,6.0,2,2
brachiariatemperatura,brachiaria,temperatura,9.0,2,2
brachiariaparte,brachiaria,parte,10.0,3,2
brachiariaplanta,brachiaria,planta,5.0,6,4
brachiariatoxina,brachiaria,toxina,13.0,2,2
brachiariadigestivo,brachiaria,digestivo,14.0,2,2
brachiariadistúrbio,brachiaria,distúrbio,16.0,2,2
brachiariametabólico,brachiaria,metabólico,17.0,2,2
brachiariadiarreia,brachiaria,diarreia,18.0,2,2
brachiariaexcitabilidade,brachiaria,excitabilidade,19.0,2,2
brachiariaprurir,brachiaria,prurir,20.0,2,2
brachiariaedema,brachiaria,edema,21.0,2,2
brachiariadescamação,brachiaria,descamação,22.0,2,2
brachiariapele,brachiaria,pele,24.0,2,2
brachiariaflanco,brachiaria,flanco,25.0,2,2
brachiariabarbela,brachiaria,barbela,26.0,2,2
brachiariacauda,brachiaria,cauda,27.0,2,2
brachiariaorelha,brachiaria,orelha,28.0,2,2
decumbensintoxicação,decumbens,intoxicação,1.0,2,2
decumbensanimal,decumbens,animal,5.75,6,4
decumbensfotossensibilização,decumbens,fotossensibilização,3.0,2,2
decumbensfungo,decumbens,fungo,4.0,3,2
decumbenschartarum,decumbens,chartarum,5.0,2,2
decumbenspastagem,decumbens,pastagem,6.0,2,2
decumbenssolo,decumbens,solo,7.0,2,2
decumbenstemperatura,decumbens,temperatura,8.0,2,2
decumbensparte,decumbens,parte,9.0,3,2
decumbensplanta,decumbens,planta,10.0,2,2
decumbenstoxina,decumbens,toxina,12.0,2,2
decumbensdigestivo,decumbens,digestivo,13.0,2,2
decumbensanimais,decumbens,animais,14.0,2,2
decumbensdistúrbio,decumbens,distúrbio,15.0,2,2
decumbensmetabólico,decumbens,metabólico,16.0,2,2
decumbensdiarreia,decumbens,diarreia,17.0,2,2
decumbensexcitabilidade,decumbens,excitabilidade,18.0,2,2
decumbensprurir,decumbens,prurir,19.0,2,2
decumbensedema,decumbens,edema,20.0,2,2
decumbensdescamação,decumbens,descamação,21.0,2,2
decumbenspele,decumbens,pele,23.0,2,2
decumbensflanco,decumbens,flanco,24.0,2,2
decumbensbarbela,decumbens,barbela,25.0,2,2
decumbenscauda,decumbens,cauda,26.0,2,2
decumbensorelha,decumbens,orelha,27.0,2,2
intoxicaçãoanimal,intoxicação,animal,1.0,2,2
intoxicaçãofotossensibilização,intoxicação,fotossensibilização,2.0,2,2
intoxicaçãofungo,intoxicação,fungo,3.0,3,2
intoxicaçãochartarum,intoxicação,chartarum,4.0,2,2
intoxicaçãopastagem,intoxicação,pastagem,11.5625,6,6
intoxicaçãosolo,intoxicação,solo,6.0,2,2
intoxicaçãotemperatura,intoxicação,temperatura,21.0625,6,6
intoxicaçãoparte,intoxicação,parte,3.5,5,4
intoxicaçãoplanta,intoxicação,planta,9.0,2,2
intoxicaçãotoxina,intoxicação,toxina,11.0,2,2
intoxicaçãodigestivo,intoxicação,digestivo,12.0,2,2
intoxicaçãodistúrbio,intoxicação,distúrbio,14.0,2,2
intoxicaçãometabólico,intoxicação,metabólico,15.0,2,2
intoxicaçãodiarreia,intoxicação,diarreia,16.0,2,2
intoxicaçãoexcitabilidade,intoxicação,excitabilidade,17.0,2,2
intoxicaçãoprurir,intoxicação,prurir,18.0,2,2
intoxicaçãoedema,intoxicação,edema,19.0,2,2
intoxicaçãodescamação,intoxicação,descamação,20.0,2,2
intoxicaçãopele,intoxicação,pele,22.0,2,2
intoxicaçãoflanco,intoxicação,flanco,23.0,2,2
intoxicaçãobarbela,intoxicação,barbela,24.0,2,2
intoxicaçãocauda,intoxicação,cauda,25.0,2,2
intoxicaçãoorelha,intoxicação,orelha,26.0,2,2
animalfotossensibilização,animal,fotossensibilização,1.0,2,2
animalfungo,animal,fungo,12.5,5,4
animalchartarum,animal,chartarum,3.0,2,2
animaltoxina,animal,toxina,10.0,2,2
animaldigestivo,animal,digestivo,11.0,2,2
animaldiarreia,animal,diarreia,9.75,4,4
animalexcitabilidade,animal,excitabilidade,16.0,2,2
animalprurir,animal,prurir,17.0,2,2
animaledema,animal,edema,12.09375,8,8
animaldescamação,animal,descamação,19.0,2,2
animalpele,animal,pele,21.0,2,2
animalflanco,animal,flanco,22.0,2,2
animalbarbela,animal,barbela,13.15625,8,8
animalcauda,animal,cauda,3.00128173828125,16,16
animalorelha,animal,orelha,4.08203125,10,10
fotossensibilizaçãofungo,fotossensibilização,fungo,1.0,3,2
fotossensibilizaçãochartarum,fotossensibilização,chartarum,2.0,2,2
fotossensibilizaçãopastagem,fotossensibilização,pastagem,3.0,2,2
fotossensibilizaçãosolo,fotossensibilização,solo,4.0,2,2
fotossensibilizaçãotemperatura,fotossensibilização,temperatura,5.0,2,2
fotossensibilizaçãoparte,fotossensibilização,parte,6.0,3,2
fotossensibilizaçãoplanta,fotossensibilização,planta,7.0,2,2
fotossensibilizaçãotoxina,fotossensibilização,toxina,9.0,2,2
fotossensibilizaçãodigestivo,fotossensibilização,digestivo,10.0,2,2
fotossensibilizaçãoanimais,fotossensibilização,animais,11.0,2,2
fotossensibilizaçãodistúrbio,fotossensibilização,distúrbio,12.0,2,2
fotossensibilizaçãometabólico,fotossensibilização,metabólico,13.0,2,2
fotossensibilizaçãodiarreia,fotossensibilização,diarreia,14.0,2,2
fotossensibilizaçãoexcitabilidade,fotossensibilização,excitabilidade,15.0,2,2
fotossensibilizaçãoprurir,fotossensibilização,prurir,16.0,2,2
fotossensibilizaçãoedema,fotossensibilização,edema,17.0,2,2
fotossensibilizaçãodescamação,fotossensibilização,descamação,18.0,2,2
fotossensibilizaçãopele,fotossensibilização,pele,20.0,2,2
fotossensibilizaçãoflanco,fotossensibilização,flanco,21.0,2,2
fotossensibilizaçãobarbela,fotossensibilização,barbela,22.0,2,2
fotossensibilizaçãocauda,fotossensibilização,cauda,23.0,2,2
fotossensibilizaçãoorelha,fotossensibilização,orelha,24.0,2,2
fungochartarum,fungo,chartarum,1.0,3,2
fungopastagem,fungo,pastagem,2.0,3,2
fungosolo,fungo,solo,3.0,3,2
fungotemperatura,fungo,temperatura,1.5,9,4
fungoparte,fungo,parte,2.0,4,2
fungoplanta,fungo,planta,1.0,3,2
fungotoxina,fungo,toxina,1.0,5,4
fungodigestivo,fungo,digestivo,2.0,5,4
fungoanimais,fungo,animais,3.0,5,4
fungodistúrbio,fungo,distúrbio,4.0,5,4
fungometabólico,fungo,metabólico,5.0,5,4
fungodiarreia,fungo,diarreia,6.0,5,4
fungoexcitabilidade,fungo,excitabilidade,7.0,5,4
fungoprurir,fungo,prurir,8.0,5,4
fungoedema,fungo,edema,9.0,5,4
fungodescamação,fungo,descamação,10.0,5,4
fungopele,fungo,pele,12.0,5,4
fungoflanco,fungo,flanco,13.0,5,4
fungobarbela,fungo,barbela,14.0,5,4
fungocauda,fungo,cauda,15.0,5,4
fungoorelha,fungo,orelha,16.0,5,4
chartarumpastagem,chartarum,pastagem,1.0,2,2
chartarumsolo,chartarum,solo,2.0,2,2
chartarumtemperatura,chartarum,temperatura,3.0,2,2
chartarumparte,chartarum,parte,4.0,3,2
chartarumplanta,chartarum,planta,5.0,2,2
chartarumtoxina,chartarum,toxina,7.0,2,2
chartarumdigestivo,chartarum,digestivo,8.0,2,2
chartarumanimais,chartarum,animais,9.0,2,2
chartarumdistúrbio,chartarum,distúrbio,10.0,2,2
chartarummetabólico,chartarum,metabólico,11.0,2,2
chartarumdiarreia,chartarum,diarreia,12.0,2,2
chartarumexcitabilidade,chartarum,excitabilidade,13.0,2,2
chartarumprurir,chartarum,prurir,14.0,2,2
chartarumedema,chartarum,edema,15.0,2,2
chartarumdescamação,chartarum,descamação,16.0,2,2
chartarumpele,chartarum,pele,18.0,2,2
chartarumflanco,chartarum,flanco,19.0,2,2
chartarumbarbela,chartarum,barbela,20.0,2,2
chartarumcauda,chartarum,cauda,21.0,2,2
chartarumorelha,chartarum,orelha,22.0,2,2
pastagemtoxina,pastagem,toxina,6.0,2,2
pastagemdigestivo,pastagem,digestivo,7.0,2,2
pastagemanimais,pastagem,animais,3.0154418946337955,56,44
pastagemdistúrbio,pastagem,distúrbio,9.0,2,2
pastagemmetabólico,pastagem,metabólico,10.0,2,2
pastagemdiarreia,pastagem,diarreia,11.0,2,2
pastagemexcitabilidade,pastagem,excitabilidade,12.0,2,2
pastagemprurir,pastagem,prurir,13.0,2,2
pastagemedema,pastagem,edema,14.0,2,2
pastagemdescamação,pastagem,descamação,15.0,2,2
pastagempele,pastagem,pele,17.0,2,2
pastagemflanco,pastagem,flanco,18.0,2,2
pastagembarbela,pastagem,barbela,19.0,2,2
pastagemcauda,pastagem,cauda,20.0,2,2
pastagemorelha,pastagem,orelha,21.0,2,2
soloparte,solo,parte,8.591796875,15,14
solotoxina,solo,toxina,16.8125,8,8
solodigestivo,solo,digestivo,6.0,2,2
soloanimais,solo,animais,7.2967681884765625,20,18
solodistúrbio,solo,distúrbio,8.0,2,2
solometabólico,solo,metabólico,9.0,2,2
solodiarreia,solo,diarreia,10.0,2,2
soloexcitabilidade,solo,excitabilidade,11.0,2,2
soloprurir,solo,prurir,12.0,2,2
soloedema,solo,edema,13.0,2,2
solodescamação,solo,descamação,14.0,2,2
solopele,solo,pele,16.0,2,2
soloflanco,solo,flanco,17.0,2,2
solobarbela,solo,barbela,18.0,2,2
solocauda,solo,cauda,19.0,2,2
soloorelha,solo,orelha,20.0,2,2
temperaturaparte,temperatura,parte,2.21875,13,12
temperaturaplanta,temperatura,planta,28.25,4,4
temperaturatoxina,temperatura,toxina,21.25,4,4
temperaturadigestivo,temperatura,digestivo,5.0,2,2
temperaturadistúrbio,temperatura,distúrbio,7.0,2,2
temperaturametabólico,temperatura,metabólico,1.07421875,10,10
temperaturadiarreia,temperatura,diarreia,9.0,2,2
temperaturaexcitabilidade,temperatura,excitabilidade,10.0,2,2
temperaturaprurir,temperatura,prurir,11.0,2,2
temperaturaedema,temperatura,edema,12.0,2,2
temperaturadescamação,temperatura,descamação,13.0,2,2
temperaturapele,temperatura,pele,15.0,2,2
temperaturaflanco,temperatura,flanco,16.0,2,2
temperaturabarbela,temperatura,barbela,17.0,2,2
temperaturacauda,temperatura,cauda,18.0,2,2
temperaturaorelha,temperatura,orelha,19.0,2,2
parteplanta,parte,planta,1.0,3,2
partetoxina,parte,toxina,3.0,3,2
partedigestivo,parte,digestivo,4.0,3,2
parteanimais,parte,animais,15.21875,13,8
partedistúrbio,parte,distúrbio,6.0,3,2
partemetabólico,parte,metabólico,10.5,5,4
partediarreia,parte,diarreia,5.0,3,2
parteexcitabilidade,parte,excitabilidade,4.0,3,2
parteprurir,parte,prurir,3.0,3,2
parteedema,parte,edema,4.25,5,4
partedescamação,parte,descamação,1.0,3,2
partepele,parte,pele,1.0,5,4
parteflanco,parte,flanco,2.0,5,4
partebarbela,parte,barbela,3.0,5,4
partecauda,parte,cauda,4.0,5,4
parteorelha,parte,orelha,5.0,5,4
plantatoxina,planta,toxina,2.0,2,2
plantadigestivo,planta,digestivo,3.0,2,2
plantaanimais,planta,animais,17.40625,22,14
plantadistúrbio,planta,distúrbio,5.0,2,2
plantametabólico,planta,metabólico,6.0,2,2
plantadiarreia,planta,diarreia,10.0,4,4
plantaexcitabilidade,planta,excitabilidade,8.0,2,2
plantaprurir,planta,prurir,9.0,2,2
plantaedema,planta,edema,10.0,2,2
plantadescamação,planta,descamação,11.0,2,2
plantapele,planta,pele,13.0,2,2
plantaflanco,planta,flanco,14.0,2,2
plantabarbela,planta,barbela,15.0,2,2
plantacauda,planta,cauda,16.0,2,2
plantaorelha,planta,orelha,17.0,2,2
toxinadigestivo,toxina,digestivo,1.0,2,2
toxinaanimais,toxina,animais,2.0,2,2
toxinadistúrbio,toxina,distúrbio,3.0,2,2
toxinametabólico,toxina,metabólico,4.0,2,2
toxinadiarreia,toxina,diarreia,5.0,2,2
toxinaexcitabilidade,toxina,excitabilidade,6.0,2,2
toxinaprurir,toxina,prurir,7.0,2,2
toxinaedema,toxina,edema,8.0,2,2
toxinadescamação,toxina,descamação,9.0,2,2
toxinapele,toxina,pele,11.0,2,2
toxinaflanco,toxina,flanco,12.0,2,2
toxinabarbela,toxina,barbela,13.0,2,2
toxinacauda,toxina,cauda,14.0,2,2
toxinaorelha,toxina,orelha,15.0,2,2
digestivoanimais,digestivo,animais,1.0,6,4
digestivodistúrbio,digestivo,distúrbio,2.0,2,2
digestivometabólico,digestivo,metabólico,3.0,2,2
digestivodiarreia,digestivo,diarreia,4.0,2,2
digestivoexcitabilidade,digestivo,excitabilidade,5.0,2,2
digestivoprurir,digestivo,prurir,6.0,2,2
digestivoedema,digestivo,edema,25.0,4,4
digestivodescamação,digestivo,descamação,8.0,2,2
digestivopele,digestivo,pele,10.0,2,2
digestivoflanco,digestivo,flanco,11.0,2,2
digestivobarbela,digestivo,barbela,27.0,4,4
digestivocauda,digestivo,cauda,13.0,2,2
digestivoorelha,digestivo,orelha,14.0,2,2
animaisdistúrbio,animais,distúrbio,1.0,2,2
animaismetabólico,animais,metabólico,5.75,4,4
animaisdiarreia,animais,diarreia,8.625,6,6
animaisexcitabilidade,animais,excitabilidade,4.0,2,2
animaisprurir,animais,prurir,5.0,2,2
animaisedema,animais,edema,6.75,4,4
animaisdescamação,animais,descamação,7.0,2,2
animaispele,animais,pele,9.0,2,2
animaisflanco,animais,flanco,10.0,2,2
animaisbarbela,animais,barbela,7.25,4,4
animaiscauda,animais,cauda,12.75,4,4
animaisorelha,animais,orelha,13.0,2,2
distúrbiodiarreia,distúrbio,diarreia,2.0,2,2
distúrbioexcitabilidade,distúrbio,excitabilidade,3.0,2,2
distúrbioprurir,distúrbio,prurir,4.0,2,2
distúrbioedema,distúrbio,edema,5.0,2,2
